Код на продукт Кика Груп Баркод;Баркод Кика;Part Number;Aktiven za Web;Aktiven za Web B2C;Product Name;Short Name;Measurement Unit;Broy v kashon;Shirina;Visochina;Dalzhina;Drug razmer;Marka;Model;Tsvyat;Tsvetna opakovka;Opisanie;Product Type;Intrastat Supplementary Unit;Minimal Sales Price Per Lot;Intrastat Commodity Code;Active;Enterprise Company
;3801001011265;31001010126;;;Kombinirana bebeshka kolichka 3 v 1 Airy Pink;;pcs;;;;;;;Airy 3 в 1;Pink;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001011272;31001010127;;;Stroller 3 in 1 Amica Black;;pcs;1;;;;;;Amica 3 в 1;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001011289;31001010128;;;Kombinirana kolichka 3 v 1 s kosh Alba Black 2020;;pcs;;;;;;;Alba;Black;;;Stoka;;;;1;KIKA GROUP LTD
;3801001011296;31001010129;;;Kombinirana kolichka 3 v 1 s kosh Alba Beige 2020;;pcs;;;;;;;Alba;Beige;;;Stoka;;;;1;KIKA GROUP LTD
;3801001011302;31001010130;;;Kombinirana kolichka 3 v 1 s kosh Alba OTPADA ZA SEGA 2020;;pcs;;;;;;;Alba;;;;Stoka;;;;0;KIKA GROUP LTD
3,801E+12;3801001011319;31001010131;;;Stroller 3in1 Madrid Black Melange 2020;;pcs;1;;;;;KIKKABOO;Madrid;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011326;31001010132;;;Stroller 3in1 Madrid Dark Grey Melange 2020;;pcs;1;;;;;KIKKABOO;Madrid;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011333;31001010133;;;Stroller 3in1 Madrid Light Grey Melange 2020;;pcs;1;;;;;KIKKABOO;Madrid;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011340;31001010134;;;Stroller 3in1 Madrid Beige Melange 2020;;pcs;1;;;;;KIKKABOO;Madrid;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011357;31001010135;;;Stroller 3in1 Madrid Mint Melange 2020;;pcs;1;;;;;KIKKABOO;Madrid;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011364;31001010136;Да;;Stroller 3in1 Madrid Pink Melange 2020;;pcs;1;;;;;KIKKABOO;Madrid;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011371;31001010137;;;Stroller 3in1 Allure Beige silver chrome;;pcs;1;;;;;KIKKABOO;Allure;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011388;31001010138;;;Stroller 3in1 Allure Grey silver chrome;;pcs;1;;;;;KIKKABOO;Allure;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011395;31001010139;;;Stroller 3 in 1 Allure Black gold chrome;;pcs;1;;;;;;Allure;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011401;31001010140;;;Stroller 3in1 Ugo Black Melange ;;pcs;1;;;;;KIKKABOO;Ugo;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011418;31001010141;Да;;Stroller 3in1 Ugo Beige Melange ;;pcs;1;;;;;KIKKABOO;Ugo;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011425;31001010142;;;Stroller 3in1 Ugo Light Grey Melange ;;pcs;1;;;;;KIKKABOO;Ugo;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011432;31001010143;;;Stroller 3in1 Ugo Dark Grey Melange ;;pcs;1;;;;;KIKKABOO;Ugo;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011449;31001010144;Да;;Stroller 3in1 Ugo Mint Melange;;pcs;1;;;;;KIKKABOO;Ugo;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011456;31001010145;;;Stroller 3 in 1 with hard carrycot Thea Black 2023;;pcs;;;;;;;Thea;Black;;;Stoka;;;;0;KIKA GROUP LTD
3,801E+12;3801001011463;31001010146;;;Stroller 3 in 1 with hard carrycot Thea Beige 2023;;pcs;;;;;;;Thea;Beige;;;Stoka;;;;0;KIKA GROUP LTD
3,801E+12;3801001011470;31001010147;;;Stroller 3 in 1 with hard carrycot Thea Grey 2023;;pcs;;;;;;;Thea;Grey;;;Stoka;;;;0;KIKA GROUP LTD
;3801001011487;31001010148;;;Kombinirana kolichka 3 v 1 s kosh Gaia Beige 2020;;pcs;;;;;;;Gaia;Beige;;;Stoka;;;;0;KIKA GROUP LTD
;3801001011494;31001010149;;;Kombinirana kolichka 3 v 1 s kosh Gaia Grey 2020;;pcs;;;;;;;Gaia;Grey;;;Stoka;;;;0;KIKA GROUP LTD
;3801001011500;31001010150;;;Kombinirana kolichka 3 v 1 s kosh Gaia Cassis 2020;;pcs;;;;;;;Gaia;Cassis;;;Stoka;;;;0;KIKA GROUP LTD
;3801001011517;31001010151;;;Kombinirana kolichka 3 v 1 s kosh Gaia Black 2020;;pcs;;;;;;;Gaia;Black;;;Stoka;;;;0;KIKA GROUP LTD
;3801001011524;31001010152;;;Kombinirana kolichka 3 v 1 transf. sedalka  Ruth Black 2020;;pcs;;;;;;;Ruth;Black;;;Stoka;;;;0;KIKA GROUP LTD
;3801001011531;31001010153;;;Kombinirana kolichka 3 v 1 transf. sedalka  Ruth Light Grey 2020;;pcs;;;;;;;Ruth;Light Grey;;;Stoka;;;;0;KIKA GROUP LTD
;3801001011548;31001010154;;;Kombinirana kolichka 3 v 1 transf. sedalka  Ruth Beige 2020;;pcs;;;;;;;Ruth;Beige;;;Stoka;;;;0;KIKA GROUP LTD
;3801001011555;31001010155;;;Kombinirana kolichka 3 v 1 transf. sedalka  Ruth Mint 2020;;pcs;;;;;;;Ruth;Mint;;;Stoka;;;;0;KIKA GROUP LTD
3,801E+12;3801001011562;31001010156;;;Kombinirana kolichka 3 v 1 s transf.sedalka Amaia All Black 1+1;;pcs;;;;;;;Amaia 3 в 1;Black;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001011579;31001010157;;;Kombinirana kolichka 3 v 1 s transf.sedalka Amaia Light Grey 1+1;;pcs;;;;;;;Amaia 3 в 1;Light Grey;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001011586;31001010158;;;Kombinirana kolichka 3 v 1 s transf.sedalka Amaia Blue 1+1;;pcs;;;;;;;Amaia 3 в 1;Blue;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001011593;31001010159;;;Kombinirana kolichka 3 v 1 s transf.sedalka Amaia Black (Dark Grey) 1+1;;pcs;;;;;;;Amaia 3 в 1;Black (Dark Grey);;;Stoka;;;;1;KIKA GROUP LTD
3,81001E+11;3801001011609;31001010160;;;Kombinirana kolichka 3 v 1 s transf.sedalka Amaia Beige 1+1;;pcs;;;;;;;Amaia 3 в 1;Beige;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001011616;31001010161;;;Stroller 3in1 Claude Black;;pcs;1;;;;;;Claude;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011623;31001010162;;;Stroller 3in1 Claude Grey;;pcs;1;;;;;;Claude;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011630;31001010163;;;Stroller 3in1 Claude Beige Cream;;pcs;1;;;;;;Claude;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011647;31001010164;;;Stroller 3 in 1 Beloved Light Grey incl. Universal Light Grey;;pcs;2;;;;;KIKKABOO;Beloved 3 в 1 ;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011654;31001010165;;;Stroller 3 in 1 Beloved Beige incl. Universal Beige;;pcs;2;;;;;KIKKABOO;Beloved 3 в 1 ;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011661;31001010166;;;Stroller 3 in 1 Beloved Light Grey incl. Universal Dark Grey;;pcs;2;;;;;KIKKABOO;Beloved 3 в 1 ;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011678;31001010167;;;Stroller 3 in 1 Allure Beige gold chrome 2020;;pcs;1;;;;;;Allure;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011685;31001010168;;;Stroller 3 in 1 Allure Beige black frame 2020;;pcs;1;;;;;;Allure;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011692;31001010169;;;Kombinirana bebeshka kolichka 3 v 1 Jolie Iran Black;;pcs;1;;;;;;Jolie;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011708;31001010170;;;Kombinirana bebeshka kolichka 3 v 1 Jolie Iran Grey;;pcs;1;;;;;;Jolie;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011715;31001010171;;;Stroller transformable seat Gianni Beige;;pcs;1;;;;;KIKKABOO;Gianni;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011722;31001010172;;;Stroller transf. seat Gianni Navy;;pcs;1;;;;;KIKKABOO;Gianni;Navy;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011739;31001010173;;;Stroller transf. seat Gianni Grey;;pcs;1;;;;;KIKKABOO;Gianni;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011746;31001010174;;;Stroller 3 in 1 Nala Grey;;pcs;1;;;;;;Nala;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011753;31001010175;;;Stroller 3 in 1 Nala Beige;;pcs;1;;;;;;Nala;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011760;31001010176;;;Stroller 3 in 1 Nala Black;;pcs;1;;;;;;Nala;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011777;31001010177;;;Stroller 3in1 with plastic carrycot Irene Grey;;pcs;1;;;;;KIKKABOO;Irene;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011784;31001010178;;;Stroller 3in1 with plastic carrycot Irene Beige;;pcs;1;;;;;KIKKABOO;Irene;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011791;31001010179;;;Stroller 3in1 with plastic carrycot Irene Black;;pcs;1;;;;;KIKKABOO;Irene;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011807;31001010180;;;Stroller 3in1 Selina Light Grey 2023;;pcs;1;;;;;KIKKABOO;Seline;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011814;31001010181;;;Stroller 3in1 Selina Light Beige 2023;;pcs;1;;;;;KIKKABOO;Seline;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011821;31001010182;;;Stroller 3in1 Selina Dark Grey 2023;;pcs;1;;;;;KIKKABOO;Seline;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011838;31001010183;;;Stroller 3in1 Cherie Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011845;31001010184;;;Stroller 3in1 Cherie Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011852;31001010185;;;Stroller 3in1 Cherie Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011869;31001010186;;;Stroller 3in1 Angele Chrome Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011876;31001010187;;;Stroller 3in1 Angele Chrome Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011883;31001010188;Да;;Stroller 3in1 Angele Chrome Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011890;31001010189;;;Stroller 3in1 Vicenza Premium Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011906;31001010190;;;Kombinirana kolichka 3 v 1 s transf.sedalka Glamor 3 in 1 Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001011913;31001010191;;;Kombinirana kolichka 3 v 1 s transf.sedalka Glamor 3 in 1 Beige;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001011920;31001010192;;;Kombinirana kolichka 3 v 1 s transf.sedalka Glamor 3 in 1 Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001011937;31001010193;;;Stroller 2in1 with carrycot Tiffany Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011944;31001010194;Да;;Stroller 2in1 with carrycot Tiffany Dark Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011951;31001010195;Да;;Stroller 2in1 with carrycot Tiffany Light Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011968;31001010196;Да;;Stroller 2in1 with carrycot Tiffany Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011975;31001010197;;;Stroller 2in1 with carrycot Tiffany Mint;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011982;31001010198;;;Stroller 3in1 transf. seat Kaia Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001011999;31001010199;;;Stroller 3in1 transf. seat Kaia Light Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012002;31001010200;;;Stroller 3in1 transf. seat Kaia Dark Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012019;31001010201;;;Stroller 3in1 transf. seat Kaia Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012026;31001010202;;;Stroller 3in1 with carrycot Gianni Navy;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012033;31001010203;;;Stroller 3in1 with carrycot Gianni Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012040;31001010204;;;Stroller 3in1 with carrycot Gianni Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012057;31001010205;;;Stroller 3 in 1 transf. seat Gianni Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001012064;31001010206;;;Stroller 3in1 with carrycot Gianni Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012071;31001010207;;;Kombinirana kolichka 3 v 1 Allure Cream gold chrome REZA;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001012088;31001010208;;;Stroller 3in1 transf. seat Amaia Mint;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012095;31001010209;;;Stroller 3in1 transf. seat Darling Mint;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012101;31001010210;;;Stroller 3in1 transf. seat Darling Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012118;31001010211;;;Mostri detski kolichki Kitay;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001012125;31001010212;;;Kombinirana kolichka 3 v 1 Beloved Dark Grey CARREFOUR;;pcs;;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012132;31001010213;;;Kombinirana kolichka 3 v 1 Beloved Beige CARREFOUR;;pcs;;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012149;31001010214;;;Kombinirana kolichka 3 v 1 Beloved Pink CARREFOUR;;pcs;;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012156;31001010215;;;Kombinirana kolichka 3 v 1 Beloved Light Grey CARREFOUR;;pcs;;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012163;31001010216;;;Kombinirana kolichka 3 v 1 Cherie Light Beige;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001012170;31001010217;;;Stroller 3in1 transf. seat Beloved Dark Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012187;31001010218;;;Stroller 3in1 transf. seat Beloved Light Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012194;31001010219;;;Stroller 3in1 transf. seat Beloved Beige 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012200;31001010220;;;Stroller 3in1 transf. seat Beloved Pink 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012217;31001010221;Да;;Stroller 3in1 with plastic carrycot Irene Black 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012224;31001010222;;;Stroller 3in1 with plastic carrycot Irene Beige 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012231;31001010223;Да;;Stroller 3in1 with plastic carrycot Irene Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012248;31001010224;Да;Да;Stroller 3in1 with carrycot Modena Dark Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001012255;31001010225;Да;Да;Stroller 3in1 with carrycot Modena Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001012262;31001010226;Да;Да;Stroller 3in1 with carrycot Modena Army Green;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012279;31001010227;;;Stroller 3in1 Selina Black 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012286;31001010228;;;Stroller 3in1 transf. seat Darling Black 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012293;31001010229;;;Stroller 3in1 transf. seat Darling Dark Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012309;31001010230;;;Stroller 3in1 transf. seat Darling Light Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012316;31001010231;;;Stroller 3in1 transf. seat Darling Beige 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001012323;31001010232;;;Stroller 3in1 transf. seat Darling Mint 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012330;31001010233;;;Stroller 3in1 transf. seat Isa Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001012347;31001010234;;;Stroller 3in1 transf. seat Isa Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001012354;31001010235;;;Stroller 3in1 transf. seat Isa Army Green;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001012361;31001010236;Да;;Stroller 3in1 transf. seat One Black;;pcs;1;;;;;;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012378;31001010237;Да;;Stroller 3in1 transf. seat One Grey;;pcs;1;;;;;;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012385;31001010238;Да;;Stroller 3in1 transf. seat One Beige;;pcs;1;;;;;;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012392;31001010239;;;Stroller 3in1 transf. seat Kaia Black 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001012408;31001010240;;;Stroller 3in1 transf. seat Kaia Dark Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001012415;31001010241;;;Stroller 3in1 transf. seat Kaia Light Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001012422;31001010242;;;Stroller 3in1 transf. seat Kaia Mint 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001012439;31001010243;Да;Да;Stroller 3in1 transf. seat Amaia Black 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012446;31001010244;Да;Да;Stroller 3in1 transf. seat Amaia Dark Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012453;31001010245;Да;Да;Stroller 3in1 transf. seat Amaia Light Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012460;31001010246;Да;Да;Stroller 3in1 transf. seat Amaia Mint 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012477;31001010247;Да;Да;Stroller 3in1 transf. seat Darling Black 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012484;31001010248;Да;Да;Stroller 3in1 transf. seat Darling Dark Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012491;31001010249;Да;Да;Stroller 3in1 transf. seat Darling Light Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012507;31001010250;Да;Да;Stroller 3in1 transf. seat Darling Army Green 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012514;31001010251;Да;Да;Stroller 3in1 with plastic carrycot Irene Black 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012521;31001010252;Да;Да;Stroller 3in1 with plastic carrycot Irene Dark Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012538;31001010253;Да;Да;Stroller 3in1 with plastic carrycot Irene Light Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012545;31001010254;Да;Да;Stroller 3in1 with plastic carrycot Irene Army Green 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012552;31001010255;;;Stroller 3in1 transf. seat Beloved Dark Grey 2024 Carrefour;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012569;31001010256;Да;;Stroller 3in1 Selina Black 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012576;31001010257;Да;;Stroller 3in1 Selina Dark Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012583;31001010258;Да;;Stroller 3in1 Selina Light Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001012590;31001010259;Да;Да;"Stroller 3in1 with carrycot Modena Black
";;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001012606;31001010260;;;Stroller 3in1 with carrycot Chiara Black;;pcs;;;;;;KIKKABOO;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001012613;31001010261;;;Stroller 3in1 with carrycot Chiara Grey;;pcs;;;;;;KIKKABOO;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001012620;31001010262;;;Stroller 3in1 with carrycot Chiara Army Green;;pcs;;;;;;KIKKABOO;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001012637;31001010263;;;Kombinirana kolichka 3v1 s kosh za novorodeno Mia Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001012644;31001010264;;;Kombinirana kolichka 3v1 s kosh za novorodeno Mia Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001012651;31001010265;;;Kombinirana kolichka 3v1 s kosh za novorodeno Mia Beige;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001012668;31001010266;;;Kombinirana kolichka 3v1 s kosh za novorodeno Mia Mint;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,807E+12;3801001020014;31001020001;;;Stroller Verona 2in1 Blanc;Bebeshka kolichka 2 v 1 Verona Blanc;pcs;1;0,42;0,84;0,44;;KIKKABOO;Verona;Blanc;Не;"Регулируема дръжка на количката за повече удобство на родителя; Възможност за три позиции на сенника; Няколко положения на гръбчето с възможност за регулиране на коланите и пълно легнало положение; Две положения за крачетата по-високо и по-ниско за повеч";Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020021;31001020002;;;Stroller Verona 2in1 Yellow;Bebeshka kolichka 2 v 1 Verona Yellow;pcs;1;0,42;0,84;0,44;;KIKKABOO;Verona;Yellow;Не;"Регулируема дръжка на количката за повече удобство на родителя; Възможност за три позиции на сенника; Няколко положения на гръбчето с възможност за регулиране на коланите и пълно легнало положение; Две положения за крачетата по-високо и по-ниско за повеч";Stoka;kg;;87150010;1;KIKA GROUP LTD
