Код на продукт Кика Груп Баркод;Баркод Кика;Part Number;Aktiven za Web;Aktiven za Web B2C;Product Name;Short Name;Measurement Unit;Broy v kashon;Shirina;Visochina;Dalzhina;Drug razmer;Marka;Model;Tsvyat;Tsvetna opakovka;Opisanie;Product Type;Intrastat Supplementary Unit;Minimal Sales Price Per Lot;Intrastat Commodity Code;Active;Enterprise Company
;3801001021424;31001020142;Да;Да;Stroller 2in1 with carrycot Kara Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021431;31001020143;Да;Да;Stroller 2in1 with carrycot Kara Army Green;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021448;31001020144;;;Stroller 2in1 transf. seat Scarlett Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021455;31001020145;;;Stroller 2in1 transf. seat Scarlett Dark Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021462;31001020146;;;Stroller 2in1 transf. seat Scarlett Light Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021479;31001020147;Да;;Stroller 2in1 with carrycot Lanah Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021486;31001020148;Да;;Stroller 2in1 with carrycot Lanah Army Green;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021493;31001020149;;;Stroller 2in1 with carrycot Lanah Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021509;31001020150;Да;Да;Stroller 2in1 with carrycot Tiffany Black 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021516;31001020151;Да;Да;Stroller 2in1 with carrycot Tiffany Dark Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021523;31001020152;Да;Да;Stroller 2in1 with carrycot Tiffany Light Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021530;31001020153;Да;Да;Stroller 2in1 with carrycot Tiffany Beige 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021547;31001020154;Да;Да;Stroller 2in1 with carrycot Tiffany Army Green 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021554;31001020155;Да;Да;Stroller 2in1 with carrycot Naya Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021561;31001020156;Да;Да;Stroller 2in1 with carrycot Naya Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021578;31001020157;Да;Да;Stroller 2in1 with carrycot Naya Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021585;31001020158;;;Stroller 2in1 with carrycot Modena Army Green;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021592;31001020159;;;Stroller 2in1 with carrycot Modena Dark Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021608;31001020160;;;Stroller 2in1 with carrycot Modena Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021615;31001020161;;;Kombinirana kolichka 2v1 s kosh za novorodeno Ellen Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021622;31001020162;;;Kombinirana kolichka 2v1 s kosh za novorodeno Ellen Army Green;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021639;31001020163;;;Kombinirana kolichka 2v1 s kosh za novorodeno Ellen Biege;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021646;31001020164;;;Stroller 2in1 with carrycot Kara Black 2025;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021653;31001020165;;;Stroller 2in1 with carrycot Kara Grey 2025;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021660;31001020166;;;Stroller 2in1 with carrycot Kara Army Green 2025;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021677;31001020167;;;Oborotna kolichka;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,807E+12;3801001030013;31001030001;;;Bebeshka lyatna kolichka Ely Beige;;pcs;1;28;90,5;25;;KIKKABOO;Ely;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030020;31001030002;;;Bebeshka lyatna kolichka Ely Pink;;pcs;1;28;90,5;25;;KIKKABOO;Ely;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001030037;31001030003;;;Bebeshka lyatna kolichka Ely Gray;;pcs;1;0,28;0,9;0,25;;KIKKABOO;Ely;Gray;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030044;31001030004;;;Bebeshka lyatna kolichka Verona Red Fiery;;pcs;1;;;;;KIKKABOO;Verona;Red Fiery;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030051;31001030005;;;Bebeshka lyatna kolichka Verona Blanc;;pcs;1;;;;;KIKKABOO;Verona;Blanc;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030068;31001030006;;;Bebeshka lyatna kolichka Verona Yellow;;pcs;1;;;;;KIKKABOO;Verona;Yellow;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030075;31001030007;;;Bebeshka lyatna kolichka Verona Blue;;pcs;1;;;;;KIKKABOO;Verona;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030082;31001030008;;;Bebeshka lyatna kolichka Eagle Lolli Sand;;pcs;1;;;;;HAUCK;Eagle;Lolli Sand;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030099;31001030009;;;Bebeshka lyatna kolichka Speed Sun Plus Red;;pcs;1;;;;;HAUCK;Speed Sun Plus;Red;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030105;31001030010;;;Bebeshka lyatna kolichka Malibu Lolli Turquoise;;pcs;1;;;;;HAUCK;Malibu;Lolli Turquoise;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030112;31001030011;;;Bebeshka lyatna kolichka Malibu Lolli Lime;;pcs;1;;;;;HAUCK;Malibu;Lolli Lime;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030129;31001030012;;;Bebeshka lyatna kolichka Malibu Brown;;pcs;1;;;;;HAUCK;Malibu;Brown;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030136;31001030013;;;Bebeshka lyatna kolichka Shopper Comfortfold Black/Aqua;;pcs;1;;;;;HAUCK;Shopper Comfortfold;Black/Aqua;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030143;31001030014;;;Bebeshka lyatna kolichka Shopper Neo II Caviar/Stone;;pcs;1;;;;;HAUCK;Shopper Neo II;Caviar/Stone;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030150;31001030015;;;Bebeshka lyatna kolichka Shopper Neo II Caviar/Tango;;pcs;1;;;;;HAUCK;Shopper Neo II;Caviar/Tango;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030167;31001030016;;;Bebeshka lyatna kolichka Sport Moonlight/Capri;;pcs;1;;;;;HAUCK;Sport;Moonlight/Capri;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030174;31001030017;;;Bebeshka lyatna kolichka Sport Tango/Caviar;;pcs;1;;;;;HAUCK;Sport;Tango/Caviar;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030181;31001030018;;;Bebeshka lyatna kolichka Viper Wheel Red;;pcs;1;;;;;HAUCK;Viper;Wheel Red;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030198;31001030019;;;Bebeshka lyatna kolichka Viper Charcoal/Red;;pcs;1;;;;;HAUCK;Viper;Charcoal/Red;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030204;31001030020;;;Bebeshka lyatna kolichka Viper Smoke/Grey;;pcs;1;;;;;HAUCK;Viper;Smoke/Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030211;31001030021;;;Bebeshka lyatna kolichka City Almond;;pcs;1;;;;;HAUCK;City;Almond;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030228;31001030022;;;Bebeshka lyatna kolichka City Kiwi;;pcs;1;;;;;HAUCK;City;Kiwi;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030235;31001030023;;;Bebeshka lyatna kolichka I`coo Primo Black;;pcs;1;;;;;HAUCK;I`coo Primo;Black;;с включен адаптор;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030242;31001030024;;;Bebeshka lyatna kolichka Luna-H Silver ;;pcs;1;;;;;HAUCK;Luna-H;Silver ;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030259;31001030025;;;Bebeshka lyatna kolichka Turbo-H Orange;;pcs;1;;;;;HAUCK;Turbo-H;Orange;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030266;31001030026;;;Bebeshka lyatna kolichka Speed Sun Plus Happy World Orange;;pcs;1;;;;;HAUCK;Speed Sun Plus;Happy World Orange;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030273;31001030027;;;Bebeshka lyatna kolichka Capri Brown/Blue;;pcs;1;;;;;HAUCK;Capri;Brown/Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030280;31001030028;;;Bebeshka lyatna kolichka Capri Black/Orange;;pcs;1;;;;;HAUCK;Capri;Black/Orange;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030297;31001030029;;;Bebeshka lyatna kolichka Capri Charcoal/Purple;;pcs;1;;;;;HAUCK;Capri;Charcoal/Purple;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030303;31001030030;;;Pushchair Libro Beige;;pcs;1;;;;;KIKKABOO;Libro;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030310;31001030031;;;Pushchair Libro Blue;;pcs;1;;;;;KIKKABOO;Libro;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030327;31001030032;;;Pushchair Libro Grey;;pcs;1;;;;;KIKKABOO;Libro;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030334;31001030033;;;Pushchair Libro Orange;;pcs;1;;;;;KIKKABOO;Libro;Orange;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030341;31001030034;;;Bebeshka lyatna kolichka Quincy White;;pcs;2;;;;;KIKKABOO;Quincy;White;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030358;31001030035;;;Bebeshka lyatna kolichka Quincy Blue;;pcs;2;;;;;KIKKABOO;Quincy;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030365;31001030036;;;Bebeshka lyatna kolichka Quincy Green;;pcs;2;;;;;KIKKABOO;Quincy;Green;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030372;31001030037;;;Bebeshka lyatna kolichka Guarana Pink;;pcs;2;;;;;KIKKABOO;Guarana;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030389;31001030038;;;Bebeshka lyatna kolichka Guarana Green;;pcs;2;;;;;KIKKABOO;Guarana;Green;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030396;31001030039;;;Bebeshka lyatna kolichka Guarana Yellow;;pcs;2;;;;;KIKKABOO;Guarana;Yellow;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030402;31001030040;;;Bebeshka lyatna kolichka Fresh Mint;;pcs;4;;;;;KIKKABOO;Fresh;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030419;31001030041;;;Bebeshka lyatna kolichka Fresh Yellow;;pcs;4;;;;;KIKKABOO;Fresh;Yellow;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030426;31001030042;;;Bebeshka lyatna kolichka W - 805 IRI S Purple;;pcs;;;;;;KIKKABOO;W - 805 IRI S;Purple;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
3,801E+12;3801001030433;31001030043;;;Bebeshka lyatna kolichka Fresh Coral Spiced;;pcs;4;;;;;KIKKABOO;Fresh;Coral Spiced;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030440;31001030044;;;Bebeshka lyatna kolichka Fresh Grey;;pcs;4;;;;;KIKKABOO;Fresh;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030457;31001030045;;;Bebeshka lyatna kolichka W - 805 IRI S Green;;pcs;;;;;;KIKKABOO;W - 805 IRI S;Green;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
3,801E+12;3801001030464;31001030046;;;Bebeshka lyatna kolichka W - 804 MARIN A Navy/Red;;pcs;;;;;;KIKKABOO;W - 804 MARIN A;Navy/Red;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
3,801E+12;3801001030471;31001030047;;;Bebeshka lyatna kolichka W - 804 MARIN A Gray/Mint;;pcs;;;;;;KIKKABOO;W - 804 MARIN A;Gray/Mint;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
3,801E+12;3801001030488;31001030048;;;Bebeshka lyatna kolichka W - 804 MARIN A Gray/Pink;;pcs;;;;;;KIKKABOO;W - 804 MARIN A;Gray/Pink;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
;3801001030495;31001030049;;;Bebeshka lyatna kolichka W - 804 MARIN A Blue/Ochre;;pcs;;;;;;KIKKABOO;W - 804 MARIN A;Blue/Ochre;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
3,801E+12;3801001030501;31001030050;;;Pushchair Sunny Red;;pcs;4;;;;;KIKKABOO;Sunny;Red;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030518;31001030051;;;Pushchair Sunny Beige;;pcs;4;;;;;KIKKABOO;Sunny;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030525;31001030052;;;Pushchair Sunny Blue;;pcs;4;;;;;KIKKABOO;Sunny;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030532;31001030053;;;Bebeshka lyatna kolichka Sunny Summer;;pcs;;;;;;KIKKABOO;Sunny;Summer;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
;3801001030549;31001030054;;;Bebeshka lyatna kolichka Sunny Ocean;;pcs;;;;;;KIKKABOO;Sunny;Ocean;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
;3801001030556;31001030055;;;Bebeshka lyatna kolichka Shopper Caviar/Aqua;;pcs;;;;;;HAUCK;Shopper;Caviar/Aqua;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030563;31001030056;;;Bebeshka lyatna kolichka Vipper Smoke/Grey;;pcs;;;;;;HAUCK;Vipper;Smoke/Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030570;31001030057;;;Bebeshka lyatna kolichka Icoo Red;;pcs;;;;;;HAUCK;Icoo;Red;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001030587;31001030058;;;Bebeshka lyatna kolichka Orlando Gray;;pcs;;;;;;;Orlando;Gray;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030594;31001030059;;;Bebeshka lyatna kolichka Airy Light Grey;;pcs;1;;;;;;Airy;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030600;31001030060;;;Bebeshka lyatna kolichka  Dark Grey;;pcs;1;;;;;;;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030617;31001030061;;;Bebeshka lyatna kolichka Airy Pink;;pcs;1;;;;;;Airy;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030624;31001030062;;;Bebeshka lyatna kolichka  Beige;;pcs;1;;;;;;;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030631;31001030063;;;Pushchair Libro Purple;;pcs;1;;;;;;Libro;Purple;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030648;31001030064;;;Pushchair Libro Black;;pcs;1;;;;;;Libro;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030655;31001030065;;;Bebeshka lyatna kolichka Catwalk Beige;;pcs;1;;;;;KIKKABOO;Catwalk;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030662;31001030066;;;Bebeshka lyatna kolichka Catwalk Grey;;pcs;1;;;;;KIKKABOO;Catwalk;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030679;31001030067;;;Bebeshka lyatna kolichka Catwalk Pink;;pcs;1;;;;;KIKKABOO;Catwalk;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030686;31001030068;;;Bebeshka lyatna kolichka Catwalk Blue;;pcs;1;;;;;KIKKABOO;Catwalk;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030693;31001030069;;;Bebeshka lyatna kolichka Miley Beige;;pcs;1;;;;;KIKKABOO;Miley;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030709;31001030070;;;Bebeshka lyatna kolichka Miley Light Grey;;pcs;1;;;;;KIKKABOO;Miley;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030716;31001030071;;;Pushchair Miley Dark Grey;;pcs;1;;;;;KIKKABOO;Miley;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030723;31001030072;;;Pushchair Miley Black;;pcs;1;;;;;KIKKABOO;Miley;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030730;31001030073;;;Bebeshka lyatna kolichka Quincy Grey;;pcs;2;;;;;;Quincy;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030747;31001030074;;;Bebeshka lyatna kolichka Quincy Beige;;pcs;2;;;;;;Quincy;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030754;31001030075;;;Bebeshka lyatna kolichka Quincy Blue;;pcs;2;;;;;;Quincy;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030761;31001030076;;;Pushchair Beetle Grey;;pcs;1;;;;;KIKKABOO;Beetle;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030778;31001030077;;;Pushchair Beetle Beige;;pcs;1;;;;;KIKKABOO;Beetle;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030785;31001030078;;;Bebeshka lyatna kolichka Beetle Red;;pcs;1;;;;;KIKKABOO;Beetle;Red;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030792;31001030079;;;Bebeshka lyatna kolichka Beetle Blue;;pcs;1;;;;;KIKKABOO;Beetle;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030808;31001030080;;;Bebeshka lyatna kolichka Pine Grey;;pcs;1;;;;;;Pine;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030815;31001030081;;;Bebeshka lyatna kolichka Pine Green;;pcs;1;;;;;;Pine;Green;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030822;31001030082;;;Bebeshka lyatna kolichka Pine Pink;;pcs;1;;;;;;Pine;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030839;31001030083;;;Bebeshka lyatna kolichka Pine Purple;;pcs;1;;;;;;Pine;Purple;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030846;31001030084;;;Bebeshka lyatna kolichka Miley Pink;;pcs;1;;;;;KIKKABOO;Miley;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030853;31001030085;;;Bebeshka lyatna kolichka Miley Mint;;pcs;1;;;;;KIKKABOO;Miley;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030860;31001030086;;;Bebeshka lyatna kolichka Eva Grey;;pcs;1;;;;;KIKKABOO;Eva;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030877;31001030087;;;Bebeshka lyatna kolichka Eva Beige;;pcs;1;;;;;KIKKABOO;Eva;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030884;31001030088;;;Bebeshka lyatna kolichka Eva Black;;pcs;1;;;;;KIKKABOO;Eva;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030891;31001030089;;;Bebeshka lyatna kolichka Kingsy Grey;;pcs;2;;;;;;Kingsy;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030907;31001030090;;;Bebeshka lyatna kolichka Kingsy Black;;pcs;2;;;;;;Kingsy;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030914;31001030091;;;Bebeshka lyatna kolichka Kingsy Pink;;pcs;2;;;;;;Kingsy;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030921;31001030092;;;Bebeshka lyatna kolichka Kingsy Mint;;pcs;2;;;;;;Kingsy;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030938;31001030093;;;Bebeshka lyatna kolichka Vivi Orange;;pcs;2;;;;;;Vivi;Orange;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030945;31001030094;;;Bebeshka lyatna kolichka Vivi Grey;;pcs;2;;;;;;Vivi;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030952;31001030095;;;Bebeshka lyatna kolichka Vivi Black;;pcs;2;;;;;;Vivi;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030969;31001030096;;;Bebeshka lyatna kolichka Guarana Pink;;pcs;2;;;;;;Guarana;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030976;31001030097;;;Bebeshka lyatna kolichka Guarana Mint;;pcs;2;;;;;;Guarana;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030983;31001030098;;;Bebeshka lyatna kolichka Guarana Yellow;;pcs;2;;;;;;Guarana;Yellow;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001030990;31001030099;;;Pushchair Libro Light Grey;;pcs;1;;;;;KIKKABOO;Libro;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031003;31001030100;;;Pushchair Libro Dark Grey;;pcs;1;;;;;KIKKABOO;Libro;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031010;31001030101;;;Pushchair Libro Black;;pcs;1;;;;;KIKKABOO;Libro;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031027;31001030102;;;Pushchair Libro Beige;;pcs;1;;;;;KIKKABOO;Libro;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031034;31001030103;;;Pushchair Libro Mint;;pcs;1;;;;;KIKKABOO;Libro;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031041;31001030104;;;Pushchair Libro Pink;;pcs;1;;;;;KIKKABOO;Libro;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031058;31001030105;;;Pushchair Juno Dark Grey;;pcs;1;;;;;KIKKABOO;Juno;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031065;31001030106;;;Lyatna kolichka Juno Light Grey;;pcs;1;;;;;KIKKABOO;Juno;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031072;31001030107;;;Pushchair Juno Beige;;pcs;1;;;;;KIKKABOO;Juno;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031089;31001030108;Да;;Pushchair Cloe Grey 2023;;pcs;1;;;;;KIKKABOO;Cloe;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031096;31001030109;;;Bebeshka lyatna kolichka Cloe Beige;;pcs;1;;;;;KIKKABOO;Cloe;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031102;31001030110;;;Bebeshka lyatna kolichka Cloe Black;;pcs;1;;;;;KIKKABOO;Cloe;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031119;31001030111;;;Bebeshka lyatna kolichka Cloe Mint;;pcs;1;;;;;KIKKABOO;Cloe;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031126;31001030112;;;Bebeshka lyatna kolichka Vicenza Grey;;pcs;1;;;;;;Vicenza;Grey;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
3,801E+12;3801001031133;31001030113;;;Pushchair Beetle Mint;;pcs;1;;;;;KIKKABOO;Beetle;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031140;31001030114;;;Pushchair Fitto Violet;;pcs;1;;;;;KIKKABOO;Fitto;Violet;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031157;31001030115;;;Pushchair Fitto Petrol;;pcs;1;;;;;KIKKABOO;Fitto;Petrol;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031164;31001030116;;;Pushchair Fitto Beige;;pcs;1;;;;;KIKKABOO;Fitto;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031171;31001030117;;;Pushchair Fitto Light Grey;;pcs;1;;;;;KIKKABOO;Fitto;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031188;31001030118;;;Pushchair Fitto Mint;;pcs;1;;;;;KIKKABOO;Fitto;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031195;31001030119;;;Bebeshka lyatna kolichka Catwalk Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031201;31001030120;;;Pushchair Fitto Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031218;31001030121;;;Lyatna kolichka Juno Black;;pcs;1;;;;;KIKKABOO;Juno;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
